issuer_name,filing_date,filing_year,filing_quarter,filing_month,fund_type,asset_class_group,federal_exemption,state_of_incorporation,total_offering_amount,amount_sold,pct_capital_raised,num_investors,investor_bucket,fund_size_bucket,quality_tier,is_duplicate,is_outlier_offering
DraftKings Inc.  (DKNG),2024-12-13,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),NV,2570708.07,2118302.92,0.824,120,Large (51-200),Small ($1M-$10M),Clean,0,0
"Wincove Private Holdings II-B, L.P.",2024-12-13,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,11452349.3,11420861.99,0.9973,71,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Cakewalk Benefits, Inc.",2024-12-13,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,382719.99,305129.54,0.7973,53,Large (51-200),Micro (<$1M),Clean,0,0
"AB Commercial Real Estate Debt Fund IV, SICAV-SIF S.C.Sp.",2024-12-13,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),N4,37688212.4,25319111.47,0.6718,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"P2 Capital Fund, L.P.",2024-12-13,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,4476782.63,1084203.99,0.2422,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
BRIGADE STRUCTURED CREDIT OFFSHORE FUND LTD.,2024-12-13,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),E9,283839.35,177326.89,0.6247,15,Mid (11-50),Micro (<$1M),Clean,0,0
ICG Minimax 2024 Co-Investment I SCSp,2024-12-13,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),N4,3456897.06,1877958.23,0.5432,8,Small (1-10),Small ($1M-$10M),Clean,0,0
"FFL Executive Partners VI, L.P.",2024-12-13,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,949420.8,867985.5,0.9142,13,Mid (11-50),Micro (<$1M),Clean,0,0
Magnetar SC Fund Ltd,2024-12-13,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,25467461.37,11152900.43,0.4379,96,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Yard Ventures Fund 10, LLC",2024-12-13,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,559412.03,217787.05,0.3893,6,Small (1-10),Micro (<$1M),Clean,0,0
"Equitybee 22-63561, a Series of Equitybee cFund Master LLC",2024-12-13,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,7146475.19,4687775.93,0.656,102,Large (51-200),Small ($1M-$10M),Clean,0,0
"Equitybee 22-49993, a Series of Equitybee cFund Master LLC",2024-12-13,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(c),DE,385798.5,290460.72,0.7529,138,Large (51-200),Micro (<$1M),Minor Issues,1,0
"TO-1028 Fund I, a series of Roll Up Vehicles, LP",2024-12-13,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1209069.45,927156.58,0.7668,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Wasatch Emerging Markets Select Fund, Ltd.",2024-12-13,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,594270.74,367749.38,0.6188,71,Large (51-200),Micro (<$1M),Clean,0,0
Brigade Leveraged Capital Structures Offshore Ltd,2024-12-13,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),E9,3146154.98,922866.03,0.2933,27,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Tundra Ventures Fund I, LP",2024-12-13,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(c),DE,1673125.79,971225.87,0.5805,11,Mid (11-50),Small ($1M-$10M),Clean,0,0
SHP LTD,2024-12-13,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),E9,14354098.96,7875606.5,0.5487,13,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"GSP 5.0 Fund-A, L.P.",2024-12-13,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,3034905.5,1456387.25,0.4799,72,Large (51-200),Small ($1M-$10M),Clean,0,0
"Vitra Labs, Inc.",2024-12-13,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,170313453.17,63138190.71,0.3707,90,Large (51-200),Mid ($50M-$250M),Clean,0,0
"OWS ABS IV, L.P.",2024-12-13,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,3172446.61,784985.68,0.2474,5,Small (1-10),Small ($1M-$10M),Clean,0,0
Projector LLC,2024-12-13,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),OH,50234980.16,4745012.08,0.0945,6,Small (1-10),Mid ($50M-$250M),Clean,0,0
Squadron Offshore Fund,2024-12-13,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,1419559.07,1197905.26,0.8439,463,Institutional (201-500),Small ($1M-$10M),Clean,0,0
"Journey Alafaya REIT, LLC",2024-12-13,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2424506.35,633976.02,0.2615,122,Large (51-200),Small ($1M-$10M),Clean,0,0
"U.S. Capital RIA Producers Investors, LLC",2024-12-13,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,25169580.0,22487974.19,0.8935,16,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Sefton Place Fund,2024-12-13,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),E9,12403247.96,11215540.38,0.9042,25,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"W2E Renewable Solutions, LLC",2024-12-13,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,3420432.96,406384.47,0.1188,106,Large (51-200),Small ($1M-$10M),Clean,0,0
"Cloud Water Filter, LLC",2024-12-13,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,5000000000.0,4760856925.67,0.9522,30,Mid (11-50),Mega (>$1B),Minor Issues,0,1
Klarna Group Midco LTD,2024-12-13,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),Y9,2384445.95,2311005.09,0.9692,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Magnetar Constellation Fund, Ltd",2024-12-13,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,10139537.85,7764421.39,0.7658,3,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Virtu Joint Venture Opportunity Fund, L.P.",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,2343764.95,361098.57,0.1541,3,Small (1-10),Small ($1M-$10M),Clean,0,0
"Cormint Data Systems, Inc.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,496469.5,33919.66,0.0683,50,Mid (11-50),Micro (<$1M),Clean,0,0
"Lightspeed Venture Partners XV-A (Inception), L.P.",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,6150732.4,3806285.66,0.6188,10,Small (1-10),Small ($1M-$10M),Clean,0,0
"Lightspeed Venture Partners Select VI, L.P.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,3048847.68,2639531.16,0.8657,5,Small (1-10),Small ($1M-$10M),Clean,0,0
Situational Awareness Offshore LP,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,11454190.98,4109453.07,0.3588,27,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"AQR Style Premia Fund, L.P.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,584050.63,143066.16,0.245,24,Mid (11-50),Micro (<$1M),Clean,0,0
"HedgeForum VK Equities, Ltd.",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,728634.68,186009.65,0.2553,11,Mid (11-50),Micro (<$1M),Clean,0,0
"Okogen, Inc.",2024-12-12,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,75765072.05,43294914.37,0.5714,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
Iron Prairie EarthGrid Jayhawks a Series of CGF2021 LLC,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,364201463.52,141015717.24,0.3872,11,Mid (11-50),Large ($250M-$1B),Clean,0,0
Axcelus Financial Life Insurance Co Separate Account VA 383,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),PA,6638718.52,2008711.17,0.3026,42,Mid (11-50),Small ($1M-$10M),Clean,0,0
Davidson Kempner Income Fund II LP,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,46457833.71,35981418.85,0.7745,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Wood Meadow Way RT LLC,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,532419275.07,372781614.69,0.7002,13,Mid (11-50),Large ($250M-$1B),Clean,0,0
"SHS Partners, LLC",2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,2242160632.44,2010869904.92,0.8968,4,Small (1-10),Mega (>$1B),Minor Issues,0,1
"AQR Style Premia Fund (AUD), L.P.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,3777430.18,1598768.14,0.4232,7,Small (1-10),Small ($1M-$10M),Clean,0,0
"Atlantic DC Powered Land REIT, LLC",2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1364953.23,653156.89,0.4785,66,Large (51-200),Small ($1M-$10M),Clean,0,0
Blue Grotto Capital Cayman Ltd.,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,1324577.58,552752.6,0.4173,5,Small (1-10),Small ($1M-$10M),Clean,0,0
"SWC AH, LLC",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,84817665.73,26206660.04,0.309,7,Small (1-10),Mid ($50M-$250M),Clean,0,0
Supra International Holdings Ltd,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,50178971.56,48585982.38,0.9683,11,Mid (11-50),Mid ($50M-$250M),Clean,0,0
AQR Flex 1 Series LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,32680621.42,5230802.67,0.1601,5,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"CSFR VP REIT, LLC",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,100000.0,5624.88,0.0562,48,Mid (11-50),Micro (<$1M),Clean,0,0
"ALLUMIA VENTURES FUND III, LP",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,3459737.08,266306.88,0.077,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
"BP Commercial Funding Trust, Series SPL-VIII",2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,100000.0,14243.77,0.1424,41,Mid (11-50),Micro (<$1M),Clean,0,0
JAIA Robotics Inc,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,37677186.38,29698380.78,0.7882,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Manulife Infrastructure Fund III-D, L.P.",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,661378.36,306191.03,0.463,19,Mid (11-50),Micro (<$1M),Clean,0,0
"AEW Core Property (U.S.), L.P.",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,7336540.62,1065995.92,0.1453,52,Large (51-200),Small ($1M-$10M),Clean,0,0
Dominari Master SPV LLC Series XI Cerebras,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,417953.87,169005.1,0.4044,32,Mid (11-50),Micro (<$1M),Clean,0,0
"NeuroSense Therapeutics Ltd.  (NRSN, NRSNW)",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),L3,11174461.17,8551474.58,0.7653,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Circle Seafoods Inc.,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,756641.39,620735.69,0.8204,35,Mid (11-50),Micro (<$1M),Clean,0,0
"MY-1028 Gaingels Fund I, a series of Zachary Ginsburg Funds, LP",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,17914584.06,15962851.93,0.8911,17,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Honu Capital Partners LP,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,39178671.32,19180317.37,0.4896,11,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
FM Civan Investment LP,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),X1,157975937.72,84183988.83,0.5329,2,Small (1-10),Mid ($50M-$250M),Clean,0,0
Dominari Master SPV LLC Series VII Cerebras,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,14101162.18,2477149.3,0.1757,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
WealthUnion XIX A Series of WealthUnion Ventures LLC,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,182820736.43,37418982.67,0.2047,7,Small (1-10),Mid ($50M-$250M),Clean,0,0
"EX-1008 Fund III, a series of Climate Collective, LP",2024-12-12,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,2589999.06,2428829.53,0.9378,5,Small (1-10),Small ($1M-$10M),Clean,0,0
Hilltop Biosciences Inc.,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1537640946.34,1044736329.21,0.6794,3,Small (1-10),Mega (>$1B),Minor Issues,0,1
"VIN-Holdings, LLC",2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,3465745.01,498987.19,0.144,8,Small (1-10),Small ($1M-$10M),Minor Issues,1,0
"Madison Park Capital Investors, LLC",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),CA,124435521.44,108726682.29,0.8738,8,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Virtu Evergreen Fund, L.P.",2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,59606016.82,22502889.54,0.3775,7,Small (1-10),Mid ($50M-$250M),Clean,0,0
Stringbean Technologies LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,5306898.06,3163245.32,0.5961,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"Griffin Capital (Windsor Hill - North Charleston, SC) DST",2024-12-12,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),DE,1976092.13,1871378.27,0.947,114,Large (51-200),Small ($1M-$10M),Clean,0,0
Bridgepoint Direct Lending IV Unlevered Feeder EUR A SCSp,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),N4,974281.04,146189.18,0.15,36,Mid (11-50),Micro (<$1M),Clean,0,0
"LEEDS EQUITY PARTNERS VIII-A, L.P.",2024-12-12,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,4227584.39,1429899.82,0.3382,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
Lazard International Equity (ACW Ex-U.S.) Trust,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),NH,6564024.61,5492868.96,0.8368,15,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Imagen Roberts Support Services, LLC",2024-12-12,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,9570106.48,6173150.2,0.645,50,Mid (11-50),Small ($1M-$10M),Clean,0,0
Harlowe Investor LLC,2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,100000.0,53219.66,0.5322,58,Large (51-200),Micro (<$1M),Clean,0,0
"RangeWater Employee Fund I, LP",2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,4088362.86,984544.73,0.2408,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
"JSL Health Capital Opportunity Fund, L.P.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,316722373.26,77243166.52,0.2439,20,Mid (11-50),Large ($250M-$1B),Clean,0,0
Coconut Cult II a Series of Republic Deal Room Master Fund LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,155440249.65,132405994.54,0.8518,20,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"Lightspeed Venture Partners XV-B (Ignite), L.P.",2024-12-12,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,5423807.54,5120594.44,0.9441,14,Mid (11-50),Small ($1M-$10M),Clean,0,0
"High Street Real Estate Fund VIII REIT, LLC",2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,7243096.72,6663230.53,0.9199,13,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Fund III, a series of Explorer34 Fund, LP",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1760733.88,1266460.4,0.7193,122,Large (51-200),Small ($1M-$10M),Clean,0,0
"Animol Discovery, Inc.",2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,4682237.15,1328817.47,0.2838,235,Institutional (201-500),Small ($1M-$10M),Clean,0,0
"Equitybee 22-34899, a Series of Equitybee cFund Master LLC",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,7642348.04,6239123.5,0.8164,31,Mid (11-50),Small ($1M-$10M),Clean,0,0
Linqto Liquidshares LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,91432629.71,71034890.1,0.7769,21,Mid (11-50),Mid ($50M-$250M),Minor Issues,1,0
Moran Vista ALC LLC,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),WA,7701557.23,3032736.37,0.3938,27,Mid (11-50),Small ($1M-$10M),Clean,0,0
Linqto Liquidshares LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,123947.5,23940.87,0.1932,7,Small (1-10),Micro (<$1M),Minor Issues,1,0
Plainsman Private Investments LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,1211642.57,189718.52,0.1566,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
Balanced Pharma Inc,2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,2909247.07,2002833.05,0.6884,119,Large (51-200),Small ($1M-$10M),Clean,0,0
"GALVANIZE REAL ESTATE FUND I-E, LP",2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,114978445.25,84105151.37,0.7315,33,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"GALVANIZE REAL ESTATE FUND I, LP",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1151270.16,133955.17,0.1164,24,Mid (11-50),Small ($1M-$10M),Clean,0,0
"JEI Opportunity Fund, LP",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,399982.63,345791.47,0.8645,91,Large (51-200),Micro (<$1M),Clean,0,0
"OF-0309 Fund I, a series of Roll Up Vehicles, LP",2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,15082499.19,14320571.47,0.9495,41,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"10F Opportunity Co 1, LLC",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),NC,11755230.96,9729687.05,0.8277,15,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Kerrisdale Partners, L.P.",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,481092948.69,407129470.86,0.8463,6,Small (1-10),Large ($250M-$1B),Clean,0,0
Estuary Partners Fund LP,2024-12-12,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,492904.75,298533.38,0.6057,17,Mid (11-50),Micro (<$1M),Clean,0,0
BDC V C LP,2024-12-12,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),X0,53633344.61,9254397.86,0.1725,94,Large (51-200),Mid ($50M-$250M),Clean,0,0
"EB5 Capital - Jobs Fund 43, LLC",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1244301.48,1162465.11,0.9342,11,Mid (11-50),Small ($1M-$10M),Clean,0,0
Linqto Liquidshares LLC,2024-12-12,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),DE,830984.55,112309.53,0.1352,4,Small (1-10),Micro (<$1M),Minor Issues,1,0
"Painted Cave, Inc.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,4097787.51,3454695.39,0.8431,14,Mid (11-50),Small ($1M-$10M),Clean,0,0
Davidson Kempner Income International II LP,2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),E9,1272403.48,1176047.18,0.9243,3,Small (1-10),Small ($1M-$10M),Clean,0,0
"MCG Pensacola Investors Pref II, LLC",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,54662484.42,19649847.47,0.3595,45,Mid (11-50),Mid ($50M-$250M),Clean,0,0
GCC Long Beach LLC,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,84102184.78,81839225.17,0.9731,1,Small (1-10),Mid ($50M-$250M),Clean,0,0
FMC Research Fund LP,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),X1,4981906.48,3471135.87,0.6967,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
21 Invest France VI,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),I0,35659520.26,34934849.36,0.9797,22,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Starfield Front SLP, LLC",2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,10144601.23,8849888.98,0.8724,12,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Griffin Capital (Nashville) Fund, L.P.",2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,28609296.75,6975171.16,0.2438,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
NORTHSTAR VC SERIES 28 A SERIES OF NORTHSTAR VENTURE CAPITAL LLC,2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,13409364.21,13332529.34,0.9943,143,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"Playing For Doubles Fund 1, LP",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,5144657.62,452091.25,0.0879,8,Small (1-10),Small ($1M-$10M),Clean,0,0
Humla Opportunity SPV VI LLC,2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,44746574.72,20043298.15,0.4479,13,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Resilient Biotics, Inc.",2024-12-12,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,216133.6,36247.88,0.1677,15,Mid (11-50),Micro (<$1M),Clean,0,0
95 JAMES WAY LLC,2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),MD,266323.49,77317.59,0.2903,4,Small (1-10),Micro (<$1M),Clean,0,0
"Nanoramic, Inc.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),X1,1065900.43,244279.54,0.2292,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"STAT Holdings I, LLC",2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,100000.0,31776.59,0.3178,1,Small (1-10),Micro (<$1M),Clean,0,0
Ariel Emerging Markets Value Fund LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,13899195.79,6468166.56,0.4654,3,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
CHAKRA GROWTH FUND I LLC,2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,13074498.6,12790410.46,0.9783,19,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
WealthUnion XVIII A Series of WealthUnion Ventures LLC,2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,3653963.84,2038839.9,0.558,42,Mid (11-50),Small ($1M-$10M),Clean,0,0
Lunar Outpost Inc Oct 2024 a Series of CGF2021 LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,355970.17,42725.8,0.12,1,Small (1-10),Micro (<$1M),Clean,0,0
ABI Holdings LLC,2024-12-12,2024,2024Q4,2024-12,Private Debt,Private Debt,506(c),CO,74165565.46,59175250.25,0.7979,10,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Yuvo, Inc.",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,4064238.39,1759783.62,0.433,1,Small (1-10),Small ($1M-$10M),Clean,0,0
Linqto Liquidshares LLC,2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),DE,16548860.35,13159408.55,0.7952,14,Mid (11-50),Lower Mid ($10M-$50M),Minor Issues,1,0
"BP Commercial Funding Trust, Series SPL-XI",2024-12-12,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,1877132.73,783996.09,0.4177,13,Mid (11-50),Small ($1M-$10M),Clean,0,0
"AP BIO SPV, LP",2024-12-12,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,36380137.23,24331727.52,0.6688,8,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Kultura Opportunities Fund LP - Series I,2024-12-12,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,33438814.09,13752431.48,0.4113,23,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Focal Point Partners Fund of Funds LP,2024-12-12,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,3055255.57,1332609.98,0.4362,23,Mid (11-50),Small ($1M-$10M),Clean,0,0
MVP II Co-Invest LLC Series MVPBREA24,2024-12-12,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,3377695.76,1421471.67,0.4208,4,Small (1-10),Small ($1M-$10M),Clean,0,0
